Unique ID;Author's Sample Name;Latitude;Longitude;pH;Referenced Data;Ia;Ib;Ic;IIa_5me;IIa_6me;IIb_5me;IIb_6me;IIc_5me;IIc_6me;IIIa_5me;IIIa_6me;IIIb_5me;IIIb_6me;IIIc_5me;IIIc_6me;Sample type
Soil-408;France-TESO8;42.5;2.3;5.4;De Jonge et al., 2014;0.39896373;0.02331606;0.00823834;0.31217617;0.12357513;0.00930052;0.0130829;0;0;0.08056995;0.03031088;0;0;0;0;Soil
Soil-409;Gabon-1;0.52;12.8;3.3;De Jonge et al., 2014;0.87040619;0.01365571;0.00688588;0.08955513;0.0096325;0;0;0;0;0.00947776;0;0;0;0;0;Soil
Soil-410;Gabon-2;-1.52;14.12;5.3;De Jonge et al., 2014;0.97368421;0.00684211;0.00663158;0.00663158;0.00366316;0;0;0;0;0;0;0;0;0;0.00204737;Soil
Soil-411;Gabon-4;-2.22;11.53;5.3;De Jonge et al., 2014;0.92857143;0.03012987;0.00668831;0.01980519;0.01064935;0;0.00077273;0;0;0.00051364;0.00075325;0;0;0;0.00094805;Soil
Soil-412;Gabon-5;-0.38;11.52;5.1;De Jonge et al., 2014;0.97505198;0.00303534;0.00322245;0.0166736;0.00301455;0;0;0;0;0;0;0;0;0;0;Soil
Soil-413;Gabon-6;-0.52;10.28;5.9;De Jonge et al., 2014;0.67327586;0.17155172;0.03974138;0.02612069;0.05353448;0.01051724;0.01405172;0.00097414;0.0009569;0.00287931;0.00336207;0;0;0;0;Soil
Soil-414;Galapagos;-0.85;-89.75;4.4;De Jonge et al., 2014;0.90059642;0.0089662;0.01417495;0.0640159;0.00811133;0.00071173;0.00035785;0;0;0.00135785;0.0009662;0;0;0;0;Soil
Soil-415;Germany-G1;48;12;7.4;De Jonge et al., 2014;0.43565891;0.03209302;0.00635659;0.21705426;0.05813953;0.04341085;0.03085271;0.00631008;0.00212403;0.08449612;0.06372093;0.00404651;0.01131783;0.00093798;0.00351163;Soil
Soil-416;Germany-G2;48;12;7.3;De Jonge et al., 2014;0.12258065;0.06612903;0.01397849;0.13387097;0.11021505;0.13602151;0.05123656;0.0122043;0.00741935;0.14623656;0.15537634;0.01994624;0.02419355;0;0;Soil
Soil-417;Germany-H1;53.63;9.98;6.1;De Jonge et al., 2014;0.24569892;0.12311828;0.04295699;0.3016129;0.0672043;0.06236559;0.02290323;0.01048387;0.00256452;0.09139785;0.02688172;0.00252688;0.00288172;0;0;Soil
Soil-418;Greece-5;40.58;22.5;7.4;De Jonge et al., 2014;0.12355769;0.06778846;0.02980769;0.04610577;0.33605769;0.04682692;0.07067308;0;0;0.05673077;0.22067308;0;0;0;0;Soil
Soil-419;Greenland-5;65.62;-37.67;5.5;De Jonge et al., 2014;0.34837545;0.01776173;0.00541516;0.28411552;0.15812274;0.01888087;0.00245848;0.00595668;0;0.12924188;0.02877256;0;0;0;0;Soil
Soil-420;Iceland-6;65.35;-20.88;6.1;De Jonge et al., 2014;0.28376384;0.07749077;0.02214022;0.30848708;0.1202952;0.0304059;0.02051661;0.00815498;0.00387454;0.09815498;0.02701107;0;0;0;0;Soil
Soil-421;Iceland-3a;65.08;-22.75;5.3;De Jonge et al., 2014;0.32881356;0.03576271;0.00589831;0.43898305;0.02322034;0.01262712;0;0.00534746;0;0.13644068;0.01364407;0;0;0;0;Soil
Soil-422;IndiaETH1;19.09;77.05;8.2;Crampton-Flood et al., 2020;0.4004785;0.21671475;0.02315201;0.0269952;0.21847849;0.00795806;0.07799658;0;0;0.00337266;0.02485375;0;0;0;0;Soil
Soil-423;IndiaETH2;19.37;75.71;8.8;Crampton-Flood et al., 2020;0.44876371;0.24335439;0.02554326;0.02126431;0.19835647;0.00509303;0.03777374;0;0.00281566;0.00449376;0.01254166;0;0;0;0;Soil
Soil-424;IndiaETH5;19.62;75.02;8.3;Crampton-Flood et al., 2020;0.37856666;0.23025052;0.02641873;0.06410945;0.13677463;0.03405274;0.07584559;0.00241709;0.00587576;0.01176912;0.02759963;0.00178964;0.00453044;0;0;Soil
Soil-425;IndiaETH6;19.88;74.51;8.2;Crampton-Flood et al., 2020;0.43440939;0.16648671;0.02196409;0.05256203;0.17845298;0.02104524;0.0735972;0.00175658;0.00615104;0.00827655;0.03119111;0.00086051;0.00324658;0;0;Soil
Soil-426;IndiaETH7;20.14;73.97;8.3;Crampton-Flood et al., 2020;0.40332548;0.1969414;0.02441688;0.03062478;0.22254679;0.01424917;0.07136414;0;0.00453348;0.00383197;0.02565821;0;0.00250769;0;0;Soil
Soil-427;IndiaETH8;20.11;74.06;8;Crampton-Flood et al., 2020;0.27997638;0.21664982;0.01953603;0.03801586;0.25896676;0.01392496;0.10742849;0.00139746;0.00882104;0.00575546;0.04258117;0.00087953;0.00606706;0;0;Soil
Soil-428;IndiaG10;16.7;82.03;7.7;Crampton-Flood et al., 2020;0.50664246;0.21238466;0.03265244;0.04596174;0.13216546;0.01305744;0.05713581;0;0;0;0;0;0;0;0;Soil
Soil-429;IndiaG14;16.95;81.75;8.2;Crampton-Flood et al., 2020;0.57008863;0.19197557;0.04197451;0.0449889;0.07037779;0.01129876;0.04629736;0.00134857;0.00718351;0.00363543;0.00967353;0;0.00115744;0;0;Soil
Soil-430;IndiaG15;;;;Crampton-Flood et al., 2020;0.59258761;0.14879828;0.0275508;0.04880132;0.10804508;0.00786818;0.04250304;0;0.00470359;0.00526385;0.01387826;0;0;0;0;Soil
Soil-431;IndiaG17;;;;Crampton-Flood et al., 2020;0.50598449;0.24615151;0.04320829;0.0278472;0.09845288;0.00979002;0.04952097;0;0.00432772;0.00327355;0.01144337;0;0;0;0;Soil
Soil-432;IndiaG19;;;;Crampton-Flood et al., 2020;0.49002184;0.1781348;0.03063147;0.04317032;0.15437108;0.01159714;0.06755907;0;0.00667893;0;0.01783535;0;0;0;0;Soil
Soil-433;IndiaG20;17.63;81.64;6.2;Crampton-Flood et al., 2020;0.79666636;0.12990944;0.02971094;0.02532907;0.0183842;0;0;0;0;0;0;0;0;0;0;Soil
Soil-434;IndiaG21;;;;Crampton-Flood et al., 2020;0.92074578;0.04592641;0;0.01285004;0.02047778;0;0;0;0;0;0;0;0;0;0;Soil
Soil-435;IndiaG22;17.89;81.39;6.8;Crampton-Flood et al., 2020;0.7535889;0.11029531;0.02828339;0.04480272;0.03293691;0.00621687;0.00850464;0.0087373;0;0.00328984;0.00334411;0;0;0;0;Soil
Soil-436;IndiaG23;;;;Crampton-Flood et al., 2020;0.64716912;0.1204836;0.0193913;0.04710527;0.10574702;0.00584376;0.03276043;0;0.0032688;0.00492377;0.01330694;0;0;0;0;Soil
Soil-437;IndiaG24;;;;Crampton-Flood et al., 2020;0.73941292;0.09076313;0.0164211;0.04859514;0.06618467;0.00595231;0.01835731;0;0.00142644;0.00428353;0.00860346;0;0;0;0;Soil
Soil-438;IndiaG25;17.65;80.98;8.5;Crampton-Flood et al., 2020;0.50748074;0.20040661;0.03904017;0.05167842;0.12115338;0.01411311;0.042801;0;0.00479891;0.00421905;0.01430862;0;0;0;0;Soil
Soil-439;IndiaG26;18.85;80.35;7.3;Crampton-Flood et al., 2020;0.67414654;0.14946229;0.03532302;0.03798761;0.07183951;0;0.03124104;0;0;0;0;0;0;0;0;Soil
Soil-440;IndiaG27;19.01;81.19;6;Crampton-Flood et al., 2020;0.90452049;0.04661927;0.01306301;0.01375366;0.02026155;0;0.00178202;0;0;0;0;0;0;0;0;Soil
Soil-441;IndiaG28;18.31;80.47;7.9;Crampton-Flood et al., 2020;0.53350819;0.17567298;0.02947194;0.04330895;0.14583112;0.0105107;0.03660936;0.00122592;0.00370328;0.0037009;0.01533155;0;0.00112513;0;0;Soil
Soil-442;IndiaG29;;;;Crampton-Flood et al., 2020;0.46158155;0.20916902;0.03169834;0.04222261;0.13925533;0.01164091;0.07054561;0.00171336;0.00638794;0.00488157;0.01857947;0;0.00232431;0;0;Soil
Soil-443;IndiaG30;18.61;79.8;8.5;Crampton-Flood et al., 2020;0.43294531;0.28542333;0.04632288;0.03100686;0.1080391;0.01015914;0.06455382;0;0.00573005;0.00340514;0.01241437;0;0;0;0;Soil
Soil-444;IndiaG31;18.9;79.16;8.6;Crampton-Flood et al., 2020;0.44540205;0.17172008;0.01843637;0.04350426;0.20816985;0.00950731;0.06992394;0;0.00368086;0.00335793;0.02398799;0;0.00230936;0;0;Soil
Soil-445;IndiaG32;;;;Crampton-Flood et al., 2020;0.57267176;0.18722271;0.05566095;0;0.12372226;0.0089725;0.03950122;0;0;0;0.0122486;0;0;0;0;Soil
Soil-446;IndiaG33;;;;Crampton-Flood et al., 2020;0.50330941;0.19471862;0.02866454;0.04654283;0.14884662;0.00984424;0.04616454;0;0;0.005794;0.01611519;0;0;0;0;Soil
Soil-447;IndiaG34;19.82;79.38;8.4;Crampton-Flood et al., 2020;0.45520253;0.24948737;0.03311765;0.03533911;0.10949135;0.01160799;0.0791826;0;0.00642634;0.00459396;0.0133038;0;0.00224732;0;0;Soil
Soil-448;IndiaG35;;;;Crampton-Flood et al., 2020;0.43201779;0.22032714;0.03090366;0.02987506;0.16433594;0.01305522;0.0761673;0;0.00551823;0.00424191;0.02355775;0;0;0;0;Soil
Soil-449;IndiaG36;;;;Crampton-Flood et al., 2020;0.4201958;0.24986559;0.03757209;0.0309953;0.14226403;0.01740563;0.07171852;0;0.00655821;0.00514106;0.01828377;0;0;0;0;Soil
Soil-450;IndiaG37;19.42;79.97;8.2;Crampton-Flood et al., 2020;0.55899421;0.14990274;0.02050665;0.05228816;0.13796886;0.01025039;0.04497797;0;0.00399085;0.00483598;0.0162842;0;0;0;0;Soil
Soil-451;IndiaG38;19.68;79.79;7.9;Crampton-Flood et al., 2020;0.6079886;0.23243153;0.04003435;0.02031291;0.0699255;0.00601893;0.01513575;0;0.00122913;0.00196446;0.00495884;0;0;0;0;Soil
Soil-452;IndiaG39;;;;Crampton-Flood et al., 2020;0.54078503;0.21461459;0.03331977;0.01442893;0.13209719;0.00494326;0.04497934;0;0.0031091;0.00163284;0.01008995;0;0;0;0;Soil
Soil-453;IndiaG40;20.48;79.94;8.2;Crampton-Flood et al., 2020;0.50314075;0.18828426;0.02298926;0.04936031;0.13195503;0.0136214;0.05898018;0.00096926;0.00518342;0.00596357;0.01765604;0;0.00189652;0;0;Soil
Soil-454;IndiaG41;;;;Crampton-Flood et al., 2020;0.4107245;0.20847259;0.02357999;0.05015253;0.17493669;0.01297728;0.07660876;0.00078172;0.00640383;0.00605797;0.02572283;0.00055237;0.00260206;0;0;Soil
Soil-455;IndiaG42;20.13;79;8.2;Crampton-Flood et al., 2020;0.10930449;0.32861138;0.0071978;0.00917486;0.34139869;0.0033515;0.13553818;0.00030946;0.01154877;0.00121489;0.04755391;0;0.00479606;0;0;Soil
Soil-456;IndiaG43;19.82;78.58;8.3;Crampton-Flood et al., 2020;0.45670679;0.19865797;0.02744725;0.02353628;0.19762998;0.00585632;0.0638497;0;0.00444664;0.00144745;0.01839317;0;0.00202846;0;0;Soil
Soil-457;IndiaG44;18.86;77.96;8.3;Crampton-Flood et al., 2020;0.38784908;0.29032134;0.02966674;0.04207456;0.13649261;0.00929224;0.08325015;0;0.00497716;0.0030724;0.01300371;0;0;0;0;Soil
Soil-458;IndiaG45;;;;Crampton-Flood et al., 2020;0.45737502;0.22576444;0.05627238;0.03189265;0.15254975;0.01459954;0.04091706;0;0;0;0.02062916;0;0;0;0;Soil
Soil-459;IndiaG46;19.02;76.73;8.3;Crampton-Flood et al., 2020;0.17810849;0.34093965;0.0086131;0.01118531;0.28373891;0.00283371;0.12040666;0;0.00802479;0.00082631;0.04102766;0;0.00429543;0;0;Soil
Soil-460;IndiaG47;;;;Crampton-Flood et al., 2020;0.51792112;0.17837634;0.01498018;0.02825513;0.18678423;0.00438892;0.04847634;0;0.00245996;0;0.01835778;0;0;0;0;Soil
Soil-461;IndiaG48;19.54;76.97;8.4;Crampton-Flood et al., 2020;0.33410357;0.27156998;0.0152203;0.01847811;0.25630383;0.00378301;0.06807875;0;0.00337192;0.00211203;0.02697848;0;0;0;0;Soil
Soil-462;IndiaX41;;;;Crampton-Flood et al., 2020;0.85990933;0.06203575;0.00963359;0.01849103;0.03844687;0.00183508;0.00536329;0;0;0.0012931;0.00299195;0;0;0;0;Soil
Soil-463;IndiaX44;19.01;78.66;7.9;Crampton-Flood et al., 2020;0.41395723;0.21028129;0.02244085;0.04239241;0.17443512;0.01197772;0.08013487;0.00094575;0.00659728;0.0053141;0.02783677;0.00063918;0.00255859;0;0;Soil
Soil-464;IndiaX45;;;;Crampton-Flood et al., 2020;0.41435952;0.27493473;0.03972494;0.01695373;0.18070531;0;0.06067221;0;0;0;0.01264956;0;0;0;0;Soil
Soil-465;IndiaX46;;;;Crampton-Flood et al., 2020;0.4015663;0.21820602;0.02294011;0.0312633;0.18829754;0.00837438;0.1003853;0;0.00516983;0;0.02379724;0;0;0;0;Soil
Soil-466;IndiaX47;;;;Crampton-Flood et al., 2020;0.38546457;0.15287837;0.01768104;0.03824807;0.27472189;0.01037806;0.07969881;0;0.0047241;0.00289882;0.03330626;0;0;0;0;Soil
Soil-467;IndiaX48;;;;Crampton-Flood et al., 2020;0.20874007;0.22575888;0.0066376;0.04191161;0.30787386;0.01165291;0.1153681;0.00039567;0.00620742;0.00798779;0.06057329;0.00092994;0.00596286;0;0;Soil
Soil-468;Ireland-9;53.9;-7.8;3.8;De Jonge et al., 2014;0.53214286;0.02971429;0.01878571;0.36071429;0;0.01260714;0;0.00653571;0;0.03678571;0.00246429;0;0;0;0;Soil
Soil-469;Italy-1;39.67;16.15;6.2;De Jonge et al., 2014;0.43941176;0.05682353;0.00847059;0.17;0.21058824;0.01464706;0.01588235;0;0;0.04205882;0.04129412;0;0;0;0;Soil
Soil-470;Italy-11;41.48;13.52;5.4;De Jonge et al., 2014;0.49514563;0.01970874;0;0.25728155;0.13058252;0.00524272;0.01106796;0;0;0.05631068;0.02519417;0;0;0;0;Soil
Soil-471;Italy-14;41.5;13.5;5.6;De Jonge et al., 2014;0.43846154;0.0348951;0.00409091;0.21048951;0.1993007;0.0086014;0.01321678;0;0;0.05153846;0.03762238;0;0;0;0;Soil
Soil-472;Italy-17;41.5;13.6;7.6;De Jonge et al., 2014;0.21397849;0.12301075;0.02580645;0.07247312;0.18430108;0.05204301;0.11311828;0.00460215;0.0063871;0.05354839;0.12107527;0.00825806;0.02135484;0;0;Soil
Soil-473;Netherlands-B;50.92;4.75;7.7;De Jonge et al., 2014;0.09325726;0.09958506;0.01255187;0.04564315;0.20435685;0.04180498;0.22302905;0.00458506;0.00998963;0.05082988;0.16804979;0.01004149;0.03329876;0;0.00322614;Soil
Soil-474;Netherlands-T5;53.08;4.75;5.7;De Jonge et al., 2014;0.60197368;0.01674342;0.01470395;0.31842105;0;0.01523026;0;0.00730263;0;0.02759868;0;0;0;0;0;Soil
Soil-475;Netherlands-T7;53.1;4.8;3.7;De Jonge et al., 2014;0.52887538;0.02531915;0.01167173;0.35258359;0.00705167;0.01987842;0;0.00492401;0;0.04407295;0.00471125;0;0;0;0;Soil
Soil-476;New Zealand;-44.09;172.15;;Crampton-Flood et al., 2020;0.18070567;0.02596214;0.00470063;0.26190885;0.20014868;0.01011037;0.02481844;0;0;0.12237662;0.1692686;0;0;0;0;Soil
Soil-477;Nigeria-15;5.3;6.63;4.4;De Jonge et al., 2014;0.97745098;0.00492157;0.00856863;0.00895098;0.00063529;0;0;0;0;0;0;0;0;0;0.00089118;Soil
Soil-478;Nigeria-19;6.62;3.5;7.3;De Jonge et al., 2014;0.34809524;0.36714286;0.07142857;0.02561905;0.07904762;0.03180952;0.0552381;0.00344286;0.00504762;0.00422381;0.00766667;0;0;0;0;Soil
Soil-479;Norway-1;63.82;9.68;7.6;De Jonge et al., 2014;0.13660477;0.07864721;0.00913793;0.12188329;0.21352785;0.07493369;0.10769231;0.0047878;0.00513263;0.07002653;0.15384615;0.00545093;0.01816976;0;0;Soil
Soil-480;Norway-3;63.43;10.68;4.3;De Jonge et al., 2014;0.53298153;0.03060686;0.00649077;0.35883905;0;0.00754617;0;0.0046438;0;0.05804749;0;0;0;0;0;Soil
Soil-481;Peru-1;-3.82;-73.32;4.5;De Jonge et al., 2014;0.94174757;0.01009709;0.04135922;0.00364078;0;0;0;0;0;0;0;0;0;0;0.00078155;Soil
Soil-482;Peru-10;-12.68;-69.13;4.4;De Jonge et al., 2014;0.9352518;0.01086331;0.00544604;0.03417266;0.00646043;0.00248921;0.00055899;0.00246763;0;0.00148921;0.00086331;0;0;0.00133094;0;Soil
Soil-483;Peru-13;-3.9;-73.4;;De Jonge et al., 2014;0.91400491;0.02899263;0.05282555;0.00238084;0.00021744;0;0;0;0;0;0;0;0;0;0;Soil
Soil-484;Peru-14;-3.9;-73.4;;De Jonge et al., 2014;0.94219653;0.02580925;0.01734104;0.01092486;0.00095665;0.00245376;0;0.00111272;0;0;0;0;0;0;0;Soil
Soil-485;Peru-4;-3.9;-73.3;4;De Jonge et al., 2014;0.91;0.02116667;0.01883333;0.04383333;0;0.00431667;0;0.00175;0;0;0;0;0;0;0.0000575;Soil
Soil-486;Rarotonga;-21.2;-159.82;5.4;De Jonge et al., 2014;0.92763158;0.02006579;0.00916667;0.0252193;0.00870614;0.00267544;0.00080921;0.00260965;0;0.00103947;0.00111404;0;0;0;0;Soil
Soil-487;Russia- Samoylov Island;71.86;129.29;;Crampton-Flood et al., 2020;0.08586371;0.03328106;0.00622334;0.24694687;0.08515409;0.0374678;0.03512606;0.00324295;0.00336359;0.34487408;0.10715223;0.00392418;0.00738002;0;0;Soil
Soil-488;Russia - Lena Delta;73.81;141.33;;Crampton-Flood et al., 2020;0.2290174;0;0;0.34843057;0.07463323;0;0;0;0;0.30876834;0.03915046;0;0;0;0;Soil
Soil-489;Russia - Turan;51.64;101.71;;Crampton-Flood et al., 2020;0.17990789;0.07412205;0.01259355;0.20269622;0.17391096;0.05649108;0.07580119;0.0080119;0.00549319;0.10614565;0.10482633;0;0;0;0;Soil
Soil-490;Russia - Lena Plateau;61.1;127.34;;Crampton-Flood et al., 2020;0.37378096;0.01032995;0;0.27353971;0.21407455;0;0;0;0;0.10109076;0.02718407;0;0;0;0;Soil
Soil-491;Scotland-D;54.92;-3.33;5.4;De Jonge et al., 2014;0.4422658;0.03834423;0.01135076;0.39433551;0.02098039;0.01331155;0.0032244;0.00381264;0;0.06775599;0.0046841;0;0;0;0;Soil
Soil-492;Seychelles;-4.67;55.31;5.2;De Jonge et al., 2014;0.96708861;0.00625316;0.01379747;0.01177215;0.00183797;0;0;0;0;0;0;0;0;0;0;Soil
Soil-493;South Africa-12;-29.52;30.27;5.5;De Jonge et al., 2014;0.81451613;0.01737903;0.00959677;0.11733871;0.03084677;0;0;0;0;0.00451613;0.00289113;0;0;0;0;Soil
Soil-494;South Africa-16;-29.7;30.4;6;De Jonge et al., 2014;0.78863636;0.04272727;0.01390909;0.07272727;0.06613636;0.00545455;0;0;0;0.00511364;0.00570455;0;0;0;0;Soil
Soil-495;South Africa-3;-29.5;30.92;4.4;De Jonge et al., 2014;0.84184915;0.02627737;0.02403893;0.08856448;0.01408759;0;0;0;0;0.00311436;0.00110219;0;0;0;0;Soil
Soil-496;Spain-6;38.9;-6.27;6.6;De Jonge et al., 2014;0.37969349;0.0394636;0.00402299;0.22528736;0.20804598;0.01015326;0.01264368;0;0;0.07394636;0.04521073;0.00291188;0;0;0;Soil
Soil-497;Spain-7;39;-6.3;5.5;De Jonge et al., 2014;0.38348868;0;0;0.34087883;0.16644474;0;0;0;0;0.06404794;0.02250333;0.02223702;0;0;0;Soil
Soil-498;Svalbard-LB1;78.22;15.6;4.4;De Jonge et al., 2014;0.17348485;0.02613636;0;0.25151515;0.23257576;0.02386364;0.03174242;0.00636364;0.00310606;0.1280303;0.10606061;0.01560606;0.00381061;0;0;Soil
Soil-499;Svalbard-MP1;79.2;11.2;7.1;De Jonge et al., 2014;0.25710306;0.01958217;0.00309192;0.22256267;0.24958217;0.01428969;0.02128134;0.00309192;0.00123677;0.09331476;0.11030641;0.00268245;0.00317549;0;0;Soil
Soil-500;Svalbard-MP2;79.2;11.2;8.3;De Jonge et al., 2014;0.10201511;0.03702771;0.00425693;0.10982368;0.23526448;0.03602015;0.07707809;0.00309824;0.00342569;0.10176322;0.2720403;0.00634761;0.0106801;0.0009194;0.00230227;Soil
Soil-501;Svalbard-MP3;79.2;11.3;5.5;De Jonge et al., 2014;0.27661692;0.02089552;0.00419403;0.30646766;0.20497512;0.01308458;0.0061194;0.00616915;0;0.11393035;0.04880597;0;0;0;0;Soil
Soil-502;Svalbard-MP4;79.2;11.3;8.3;De Jonge et al., 2014;0.09171843;0.03975155;0.00552795;0.09710145;0.27122153;0.02919255;0.13271222;0.00440994;0.00718427;0.06501035;0.23188406;0.00594203;0.01457557;0.00185507;0.0026087;Soil
Soil-503;Svalbard-MP5;79.2;11.3;8.3;De Jonge et al., 2014;0.09578652;0.04269663;0.00570225;0.09831461;0.23230337;0.04410112;0.10786517;0.00367978;0.00831461;0.06853933;0.25337079;0.01904494;0.01325843;0.00185955;0.00474719;Soil
Soil-504;Svalbard-MP6;79.2;11.3;9.3;De Jonge et al., 2014;0.08283166;0.03400223;0.00530658;0.12374582;0.15384615;0.0419175;0.06042363;0.00287625;0.0106689;0.1884058;0.25752508;0.01028986;0.01683389;0.00200669;0.00828317;Soil
Soil-505;Svalbard-NA1;78.9;11.9;7.4;De Jonge et al., 2014;0.0921875;0.0215625;0;0.12864583;0.21197917;0.04260417;0.02786458;0;0;0.15729167;0.3078125;0.00682292;0.00526042;0;0;Soil
Soil-506;Svalbard-NA2;78.9;11.9;6.3;De Jonge et al., 2014;0.25888889;0.01038889;0;0.27166667;0.25833333;0.00794444;0.00688889;0.00401667;0;0.12388889;0.06055556;0;0;0;0;Soil
Soil-507;Sweden-15;64.18;19.57;4.5;De Jonge et al., 2014;0.5389049;0.01273775;0.00939481;0.35878963;0.01729107;0.00804035;0;0.00956772;0;0.04193084;0.00331412;0;0;0;0;Soil
Soil-508;Sweden-17;64.2;19.48;4.5;De Jonge et al., 2014;0.65068493;0.01842466;0;0.2739726;0.02657534;0;0;0;0;0.03273973;0;0;0;0;0;Soil
Soil-509;Sweden-4;55.82;14.07;7.7;De Jonge et al., 2014;0.1591195;0.07735849;0.01113208;0.09433962;0.25283019;0.06792453;0.10566038;0.00245912;0.00685535;0.06289308;0.13962264;0.00420755;0.01314465;0;0.00248428;Soil
Soil-510;Sweden-B;59.63;18.43;4;De Jonge et al., 2014;0.2456964;0.11768388;0.04788732;0.21909233;0.1200313;0.08685446;0.04663537;0.00910798;0.00316119;0.05915493;0.04381847;0;0;0;0;Soil
Soil-511;the Netherlands-A;53.1;4.8;6.7;De Jonge et al., 2014;0.19787234;0.10496454;0.00858156;0.12765957;0.23120567;0.05404255;0.08794326;0.00212766;0.00673759;0.04460993;0.11276596;0.00238298;0.01340426;0.00028865;0.00244681;Soil
Soil-512;the Netherlands-F;53.1;4.8;6.7;De Jonge et al., 2014;0.23490566;0.09320755;0.00962264;0.20943396;0.2009434;0.04198113;0.05716981;0.00245283;0.00417925;0.06877358;0.06981132;0.00179245;0.00630189;0.00037925;0.00115094;Soil
Soil-513;the Netherlands-J;53.1;4.8;6.4;De Jonge et al., 2014;0.19765625;0.103125;0.00763281;0.13125;0.24375;0.0459375;0.084375;0.00192188;0.00561719;0.04789063;0.11328125;0.00198438;0.01179688;0.00042734;0.00207813;Soil
Soil-514;the Netherlands-M;53.1;4.8;6.9;De Jonge et al., 2014;0.14615385;0.09278846;0.00794231;0.08865385;0.2375;0.05605769;0.11346154;0.00138462;0.00740385;0.05096154;0.16730769;0.00324038;0.02067308;0;0.00271154;Soil
Soil-515;Turkey-12;39.92;29.93;8;De Jonge et al., 2014;0.19403974;0.0781457;0.0107947;0.03139073;0.29602649;0.03456954;0.04662252;0.00296689;0.00303311;0.03927152;0.24569536;0.0057351;0.01211921;0;0;Soil
Soil-516;Turkey-8;37.73;33.57;8;De Jonge et al., 2014;0.19766206;0.01594049;0.00623804;0.01817216;0.23273114;0;0;0;0;0.00996812;0.50584485;0.01317747;0;0;0;Soil
Soil-517;Uganda-1;0.35;29.97;3.6;De Jonge et al., 2014;0.69055375;0.01013029;0.00612378;0.25570033;0;0.00491857;0;0.00237785;0;0.02228013;0.00203583;0.00317915;0;0;0;Soil
Soil-518;Uganda-3;0.83;30.05;7.1;De Jonge et al., 2014;0.33608247;0.2742268;0.05814433;0.03876289;0.12659794;0.02494845;0.09525773;0.00276289;0.00645361;0.01352577;0.01686598;0.00164536;0.0063299;0;0;Soil
Soil-519;Uruguay-7;-32.67;-57.83;5.6;De Jonge et al., 2014;0.79932546;0.02731872;0.01124789;0.08870152;0.04738617;0;0;0;0;0.01613828;0.0105059;0;0;0;0;Soil
Soil-520;Uruguay-8;-32;-57.5;5.3;De Jonge et al., 2014;0.81219512;0.02065041;0.00563415;0.10894309;0.04284553;0.00161789;0;0;0;0.00510569;0.00239837;0;0;0;0;Soil
Soil-521;USA-10;22.67;-159.4;5.1;De Jonge et al., 2014;0.86379928;0.04563919;0.01947431;0.05197133;0.00937873;0.00222222;0.00217443;0.00151732;0;0.00176822;0.00169654;0;0;0;0;Soil
Soil-522;USA-13;40.47;-99.47;5.9;De Jonge et al., 2014;0.57741935;0.07354839;0;0.17032258;0.11870968;0.01180645;0.01432258;0;0;0.01735484;0.0196129;0;0;0;0;Soil
Soil-523;USA-17;64.87;-147.83;7.1;De Jonge et al., 2014;0.19256757;0.05202703;0.00711712;0.23423423;0.17027027;0.03423423;0.05585586;0.00731982;0.00297297;0.12567568;0.09369369;0.00666667;0.01202703;0.00192342;0.0027027;Soil
Soil-524;USA-BB1;44.9;-68.1;4.3;De Jonge et al., 2014;0.61931818;0.02105114;0.00446023;0.29261364;0.00698864;0.00619318;0.00041477;0.00329545;0;0.03920455;0.0019233;0.00049716;0.00160227;0.00063068;0;Soil
Soil-525;USA-BB2;44.9;-68.1;4.6;De Jonge et al., 2014;0.54563107;0.04786408;0.00569903;0.31262136;0.01650485;0.00901942;0.00162136;0.0026699;0;0.05330097;0.00575728;0.00072136;0.00099029;0.00061748;0.00069126;Soil
Soil-526;USA-BF1;41.6;-80.1;4.1;De Jonge et al., 2014;0.605;0.02641667;0.007;0.29833333;0.00916667;0.00548333;0.00093333;0.00266667;0;0.03725;0.00259167;0.00088333;0.00085;0.00082833;0.00044167;Soil
Soil-527;USA-BP1;43.8;-102.4;7.5;De Jonge et al., 2014;0.16958425;0.06608315;0.01334792;0.13676149;0.26914661;0.04212254;0.07297593;0.00123632;0.00356674;0.07067834;0.14113786;0.0033151;0.00992341;0;0;Soil
